id,context,function,subFunction,name,skillElement,skillDescription,skillSynonyms,status
1467,,Technology & IT,Application And Data Management,Oracle Documaker,  ,,  ,Approved
1468,,Technology & IT,Application And Data Management,Oracle Primavera Unifier,  ,,  ,Approved
1469,,Technology & IT,Application And Data Management,SAS Assetlink,  ,,  ,Approved
1470,,Technology & IT,Application And Data Management,SAP BusinessObjects Data Services,  ,,  ,Approved
1471,,Technology & IT,Application And Data Management,SAS Analytics,  ,,  ,Approved
1472,,Technology & IT,Application And Data Management,SAS Data Integration,  ,,  ,Approved
1473,,Technology & IT,Application And Data Management,SAP Ariba Downstream,  ,,  ,Approved
1474,,Technology & IT,Application And Data Management,SAP Ariba Upstream,  ,,  ,Approved
1475,,Technology & IT,Application And Data Management,SOA Governance,  ,,  ,Approved
1476,,Technology & IT,Application And Data Management,SOA Implementation,  ,,  ,Approved
1477,,Technology & IT,Application And Data Management,SOA Strategy & Analysis,  ,,  ,Approved
1478,,Technology & IT,Application And Data Management,SAP Commodity Handling,  ,,  ,Approved
1480,,Technology & IT,Application And Data Management,Pegasystems Business Process Analysis,  ,,  ,Approved
1481,,Technology & IT,Application And Data Management,Pegasystems System Administration,  ,,  ,Approved
1482,,Technology & IT,Application And Data Management,SAP SD Contracts & Agreements,  ,,  ,Approved
1483,,Technology & IT,Application And Data Management,SAP FSCM Treasury & Risk Management,  ,,  ,Approved
1485,,Technology & IT,Configuration/Release Engineering,Configuration Management,  ,,  ,Approved
1486,,Technology & IT,Application And Data Management,Salesforce Force.com,  ,,  ,Approved
1487,,Technology & IT,Application And Data Management,Oracle MDM Product Data Hub,  ,,  ,Approved
1488,,Technology & IT,Application And Data Management,Oracle Product Hub (OPH),  ,,  ,Approved
1489,,Technology & IT,Application And Data Management,SAP Manufacturing Integration and Intelligence (MII),  ,,  ,Approved
1490,,Technology & IT,Application And Data Management,SAP FMS,  ,,  ,Approved
1491,,Technology & IT,Infrastructure,VMWare vCloud Operations,  ,,  ,Approved
1492,,Tech & IT,Infrastructure,Apigee,  ,,  ,Approved
1493,,Technology & IT,Configuration/Release Engineering,Chef Application,  ,,  ,Approved
1494,,Technology & IT,Enterprise Information Architecture,Cloud Platform Architecture,  ,,  ,Approved
1495,,Technology & IT,Application And Data Management,Mulesoft Cloudhub,  ,,  ,Approved
1496,,Technology & IT,Application And Data Management,Oracle BEA WebLogiPortal,  ,,  ,Approved
1497,,Technology & IT,Application And Data Management,SAP CO Overhead Cost Controlling,  ,,  ,Approved
1498,,Technology & IT,Application And Data Management,SAP CO Internal Orders,  ,,  ,Approved
1499,,Technology & IT,Application And Data Management,SAP CO Product Cost Controlling,  ,,  ,Approved
1500,,Technology & IT,Application And Data Management,WPM Payroll Outsourcing,  ,,  ,Approved
1501,,Technology & IT,Application And Data Management,SAP Planning Business Data with BW Integrated Planning,  ,,  ,Approved
1502,,Technology & IT,Application And Data Management,SAP EPM Business Planning & Consolidation,  ,,  ,Approved
1503,,Technology & IT,Application And Data Management,SAP BusinessObjects Strategy Management,  ,,  ,Approved
1504,,Technology & IT,Application And Data Management,SAP UI5 / Fiori Development (HTML5 & Java),  ,,  ,Approved
1505,,Technology & IT,Application And Data Management,SAP Master Data Governance for Financial Data (MDG-F Tool),  ,,  ,Approved
1506,,Technology & IT,Application And Data Management,SAP Ariba Spend Visibility,  ,,  ,Approved
1507,,Technology & IT,Application And Data Management,SAP Ariba Network,  ,,  ,Approved
1508,,Technology & IT,Application And Data Management,SAP HANA Live Real Time Operational Reporting,  ,,  ,Approved
1509,,Technology & IT,Application And Data Management,SAP EPM Enterprise Performance Management,  ,,  ,Approved
1510,,Technology & IT,Application And Data Management,SAP Master Data Governance for Customer Data (MDG-Tool),  ,,  ,Approved
1511,,Technology & IT,Application And Data Management,SAP for Financial Services Collection & Disburesement,  ,,  ,Approved
1512,,Technology & IT,Application And Data Management,SAP Business ByDesign Financials,  ,,  ,Approved
1513,,Technology & IT,Application And Data Management,SAP Hybris Cloud for Sales,  ,,  ,Approved
1514,,Technology & IT,Application And Data Management,SAP SD Third Party Order Processing,  ,,  ,Approved
1515,,Technology & IT,Application And Data Management,SAP Vendor Invoice Management,  ,,  ,Approved
1516,,Technology & IT,Application And Data Management,SAP Master Data Management & Architecture,  ,,  ,Approved
1517,,Technology & IT,Application And Data Management,SAP Master Data Governance for Material Data (MDG-M Tool),  ,,  ,Approved
1518,,Technology & IT,Application And Data Management,SAP Master Data Governance for Supplier Data (MDG-S Tool),  ,,  ,Approved
1519,,Technology & IT,Application And Data Management,Oracle Demantra Demand Management,  ,,  ,Approved
1520,,Technology & IT,Application And Data Management,Oracle Edge VCP,  ,,  ,Approved
1521,,Technology & IT,Application And Data Management,Oracle-Taleo,  ,,  ,Approved
1522,,Technology & IT,Application And Data Management,Oracle Commerce (Endeca),  ,,  ,Approved
1523,,Technology & IT,Infrastructure,Microsoft-Windows-Azure (IaaS),  ,,  ,Approved
1524,,Technology & IT,Infrastructure,JBoss Portal,  ,,  ,Approved
1525,,Technology & IT,Application And Data Management,SAP for Mining Formula & Average Pricing,  ,,  ,Approved
1526,,Technology & IT,Application And Data Management,SAP for Oil & Gas Upstream,  ,,  ,Approved
1527,,Technology & IT,Infrastructure,Microsoft Server Upgrade & Migration,  ,,  ,Approved
1528,,Technology & It,Software Development And Implementation,Core Ee Design Patterns,  ,,  ,Approved
1529,,Technology & It,Software Development And Implementation,Jee Architecture,  ,,  ,Approved
1530,,Technology & It,Software Development And Implementation,Transaction Api (jta),  ,,  ,Approved
1531,,Technology & It,Software Development And Implementation,Play Framework,  ,,  ,Approved
1532,,Technology & It,Software Development And Implementation,Ember.js,  ,,  ,Approved
1533,,Technology & IT,Application And Data Management,Oracle BEA Weblogic,  ,,  ,Approved
1534,,Technology & IT,Application And Data Management,Oracle BEA WebLogiPortal Administration,  ,,  ,Approved
1535,,Technology & IT,Application And Data Management,Oracle Data Integrator,  ,,  ,Approved
1536,,Technology & IT,Application And Data Management,Oracle Sales Cloud (Fusion CRM),  ,,  ,Approved
1537,,Technology & IT,Application And Data Management,Oracle Fusion Procurement Spend Analytics,  ,,  ,Approved
1538,,Technology & IT,Application And Data Management,Oracle Fusion Procurement Sourcing,  ,,  ,Approved
1539,,Technology & IT,Application And Data Management,Oracle Fusion PPM Project Control,  ,,  ,Approved
1540,,Technology & IT,Application And Data Management,Oracle Fusion SCM KPIs & Dashboards,  ,,  ,Approved
1541,,Technology & IT,Application And Data Management,SAP Hybris Commerce,  ,,  ,Approved
1542,,Technology & IT,Application And Data Management,SAP - Integrated Planning (IP),  ,,  ,Approved
1543,,Technology & IT,Application And Data Management,SAP BusinessObjects Business Intelligence (BI),  ,,  ,Approved
1544,,Technology & IT,Application And Data Management,SAP BusinessObjects Financial Consolidation (BFC),  ,,  ,Approved
1545,,Technology & IT,Application And Data Management,SAP SRM Catalog & Master Data Management,  ,,  ,Approved
1546,,Technology & IT,Application And Data Management,SAP Solution Sales Configuration,  ,,  ,Approved
1547,,Technology & IT,Application And Data Management,SAP ERP Strategy,  ,,  ,Approved
1548,,Technology & IT,Application And Data Management,SAP Supply Chain InfoCenter,  ,,  ,Approved
1549,,Technology & IT,Application And Data Management,SAP IBP Integrated Business Planning,  ,,  ,Approved
1550,,Technology & IT,Information Technology - General,Concur Travel & Expense,  ,,  ,Approved
1551,,Technology & IT,Application And Data Management,Sqoop,  ,,  ,Approved
1552,,Technology & IT,Application And Data Management,SAP Mobility Platform (SMP) Architecture,  ,,  ,Approved
1553,,Technology & IT,Application And Data Management,SAP UI & GUI & Desktop Architecture,  ,,  ,Approved
1554,,Technology & IT,Application And Data Management,SAP HANA Cloud Platform Application Integration,  ,,  ,Approved
1555,,Technology & IT,Application And Data Management,SAP Integration & Platforms,  ,,  ,Approved
1556,,Technology & IT,Application And Data Management,SAP UI & Mobility Architecture,  ,,  ,Approved
1557,,Technology & IT,Application And Data Management,Oracle Enterprise Data Quality (OEDQ),  ,,  ,Approved
1558,,Technology & IT,Application And Data Management,SAP Business Suite on HANA,  ,,  ,Approved
1559,,Technology & IT,Application And Data Management,SAP Identity Management,  ,,  ,Approved
1560,,Technology & IT,Application And Data Management,SAP SLO & Upgrades & OSDB Migrations,  ,,  ,Approved
1561,,Technology & IT,Application And Data Management,SAP Master Data Migration,  ,,  ,Approved
1562,,Technology & It,Software Development And Implementation,Restful / Soa Web Services,  ,,  ,Approved
1563,,Technology & IT,Hardware Engineering,Service Virtualization,  ,,  ,Approved
1564,,Technology & IT,Infrastructure,Apache Tomcat Administration,  ,,  ,Approved
1565,,Tech & IT,Infrastructure,Administration,  ,,  ,Approved
1566,,Technology & IT,Infrastructure,JBoss Application Server Administration,  ,,  ,Approved
1567,,Technology & IT,Infrastructure,Oracle Application Server Administration,  ,,  ,Approved
1568,,Technology & IT,Configuration/Release Engineering,Rational Tools for Configuration & Change Management (CQ/CC/RTC),  ,,  ,Approved
1569,,Technology & IT,Information Technology - General,Rational Tools for Test Management (RQM),  ,,  ,Approved
1570,,Technology & IT,Application And Data Management,SAP HANA Cloud Integration,  ,,  ,Approved
1571,,Technology & IT,Application And Data Management,Document Management Systems (DMS),  ,,  ,Approved
1572,,Technology & IT,Application And Data Management,Oracle Data Management,  ,,  ,Approved
1573,,Technology & IT,Application And Data Management,Microsoft Data Management,  ,,  ,Approved
1574,,Technology & IT,Application And Data Management,Big Data Technology and Analytics,  ,,  ,Approved
1575,,Technology & IT,Application And Data Management,Hadoop Administrator,  ,,  ,Approved
1576,,Technology & IT,Business And Systems Analysis,Analytics,  ,,  ,Approved
1577,,Technology & IT,Application And Data Management,Analytics Data Services,  ,,  ,Approved
1578,,Technology & IT,Application And Data Management,Data Governance,  ,,  ,Approved
1579,,Technology & It,Software Development And Implementation,Microsoft Azure Pack,  ,,  ,Approved
1580,,Technology & IT,Configuration/Release Engineering,Docker Software,  ,,  ,Approved
1581,,Technology & It,Cyber Security,Data Security,  ,,,Approved
1582,,Technology & IT,Information Technology - General,Test Automation Strategy,  ,,  ,Approved
1583,,Technology & IT,Information Technology - General,Performance Testing Strategy,  ,,  ,Approved
1584,,Technology & IT,Information Technology - General,Enterprise Testing,  ,,  ,Approved
1585,,Technology & IT,Application And Data Management,Microsoft-Modern Data Platform,  ,,  ,Approved
1586,,Technology & IT,Business And Systems Analysis,Microsoft-Advanced Analytics,  ,,  ,Approved
1587,,Technology & IT,Application And Data Management,SAP ABAP BI,  ,,  ,Approved
1588,,Technology & It,Software Development And Implementation,Api Management,  ,,  ,Approved
1589,,Technology & It,Software Development And Implementation,Ilog (ibm),  ,,  ,Approved
1590,,Technology & IT,Application And Data Management,SAP-Master Data Governance,  ,,  ,Approved
1591,,Technology & IT,Infrastructure,JBoss Fuse Service Works,  ,,  ,Approved
1592,,Technology & IT,Infrastructure,Microsoft-Azure App Services,  ,,  ,Approved
1596,,Technology & It,Software Development And Implementation,Microsoft Fed Html5,  ,,  ,Approved
1597,,Technology & IT,Infrastructure,Microsoft-SharePoint Server 2013,  ,,  ,Approved
1598,,Technology & IT,Infrastructure,Microsoft-Office 365 - SharePoint Online,  ,,  ,Approved
1599,,Technology & IT,Application And Data Management,SAP-Successfactors Integrations-Technical,  ,,  ,Approved
1600,,Technology & It,Data Science,Opennlp,  ,,,Approved
1601,,Technology & It,Software Development And Implementation,Reactjs,  ,,  ,Approved
1602,,Technology & IT,Configuration/Release Engineering,Eclipse Integrated Development Environment (IDE),  ,,  ,Approved
1603,,Technology & IT,Information Technology - General,Enterprise Application Integration (EAI),  ,,  ,Approved
1604,,Technology & IT,Project And Program Management,Estimation and Planning,  ,,  ,Approved
1605,,Technology & IT,Infrastructure,Portal,  ,,  ,Approved
1606,,Technology & IT,Application And Data Management,Oracle BEA WeblogiIntegration,  ,,  ,Approved
1607,,Technology & IT,Application And Data Management,SAP TM for Carrier/3PL,  ,,  ,Approved
1608,,Technology & IT,Application And Data Management,SAP S/4HANA EM Logistics Execution,  ,,  ,Approved
1609,,Technology & IT,Application And Data Management,SAP S/4HANA EM LE Warehouse Management,  ,,  ,Approved
1610,,Technology & IT,Application And Data Management,SAP S/4HANA EM Logistics General,  ,,  ,Approved
1611,,Technology & IT,Application And Data Management,SAP S/4HANA EM MM Inventory Management,  ,,  ,Approved
1612,,Technology & IT,Application And Data Management,SAP Employee Central Cloud Payroll,  ,,  ,Approved
1613,,Technology & IT,Application And Data Management,SAP ECPLM Recipe Management,  ,,  ,Approved
1614,,Technology & IT,Application And Data Management,SAP Quality Issue Management,  ,,  ,Approved
1615,,Technology & IT,Application And Data Management,SAP S/4HANA EM PP Planning,  ,,  ,Approved
1616,,Technology & IT,Application And Data Management,SAP S/4HANA EM PP Production Planning & Control for Discrete Industries,  ,,  ,Approved
1617,,Technology & IT,Application And Data Management,SAP S/4HANA EM Quality Management,  ,,  ,Approved
1618,,Technology & IT,Design And Engineering,2D to 3D Converting Device,  ,,  ,Approved
1619,,Technology & IT,Blockchain,Cryptocurrency,  ,,  ,Approved
1622,,Technology & IT,Blockchain,Bitcoin,  ,,  ,Approved
1623,,Technology & IT,Blockchain,Altcoins,  ,,  ,Approved
1624,,Technology & IT,Design And Engineering,Wireless Power,  ,,  ,Approved
1625,,Technology & IT,Design And Engineering,Nanotechnology,  ,,  ,Approved
1626,,Technology & IT,Blockchain,Ethereum,  ,,  ,Approved
1627,,Technology & IT,Blockchain,NEO,  ,,  ,Approved
1628,,Technology & IT,Blockchain,NEM,  ,,  ,Approved
1629,,Technology & IT,Blockchain,Qtum,  ,,  ,Approved
1630,,Technology & IT,Blockchain,Zcash,  ,,  ,Approved
1631,,Technology & IT,Blockchain,Hyperledger,  ,,  ,Approved
1633,,Technology & IT,Blockchain,Ripple,  ,,  ,Approved
1635,,Technology & IT,Blockchain,Solidity,  ,,  ,Approved
1636,,Technology & It,Software Development And Implementation,Data Load Testing,  ,,  ,Approved
1637,,Technology & IT,Application And Data Management,S/4 HANA Enterprise Management,  ,,  ,Approved
1638,,Technology & IT,Application And Data Management,SAP PTP/OTC,  ,,  ,Approved
1639,,Technology & IT,Application And Data Management,Appian,  ,,  ,Approved
1640,,Technology & IT,Application And Data Management,Guidewire BillingCenter, Guidewire BillingCenter - Configuration ,,  ,Approved
1641,,Technology & IT,Application And Data Management,Guidewire ClaimCenter, Configuration BA Integration ,,  ,Approved
1642,,Technology & IT,Application And Data Management,Guidewire PolicyCenter, BA Configuration ,,  ,Approved
1643,,Technology & IT,Application And Data Management,SAP S/4HANA SAP Cash Management,  ,,  ,Approved
1644,,Technology & IT,Information Technology - General,Mainframe Architectures,  ,,  ,Approved
1645,,Technology & IT,Infrastructure,IBM z/OS Unix System Services,  ,,  ,Approved
1646,,Technology & IT,Configuration/Release Engineering,Puppet Automation,  ,,  ,Approved
1650,,Technology & IT,Project And Program Management,Agile Delivery management,  ,,  ,Approved
1651,,Technology & IT,Enterprise Information Architecture,Cloud Enterprise Architecture,  ,,  ,Approved
1652,,Technology & IT,Enterprise Information Architecture,Cloud Technical Architecture,  ,,  ,Approved
1653,,Technology & IT,Application And Data Management,Oracle CPQ Cloud,  ,,  ,Approved
1654,,Technology & IT,Application And Data Management,Oracle Fusion Middleware Administration,  ,,  ,Approved
1655,,Technology & IT,Application And Data Management,SAP Hybris C4Functional,  ,,  ,Approved
1656,,Technology & IT,Application And Data Management,SAP Hybris C4SDK,  ,,  ,Approved
1657,,Technology & It,Software Development And Implementation,Microsoft Bot Framework,  ,,  ,Approved
1658,,Technology & IT,Application And Data Management,SAP Hybris Marketing Segmentation,  ,,  ,Approved
1659,,Technology & IT,Configuration/Release Engineering,Microsoft DevOps,  ,,  ,Approved
1660,,Technology & It,Software Development And Implementation,Microsoft Functional Testing,  ,,  ,Approved
1661,,Technology & IT,Application And Data Management,Salesforce CPQ Products,  ,,  ,Approved
1662,,Technology & It,Software Development And Implementation,Swift Programming Language,  ,,  ,Approved
1663,,Technology & It,Software Development And Implementation,Mobile App Security,  ,,  ,Approved
1664,,Technology & It,Software Development And Implementation,Mobile Applications For Iot,  ,,  ,Approved
1665,,Technology & IT,Infrastructure,Infrastructure Program Control Services,  ,,  ,Approved
1666,,Technology & It,Software Development And Implementation,Spring Cloud,  ,,  ,Approved
1667,,Technology & IT,Application And Data Management,Sales Force Marketing Cloud - Exact Target,  ,,  ,Approved
1669,,Technology & IT,Application And Data Management,SAP Revenue Accounting and Reporting ERP,  ,,  ,Approved
1670,,Technology & It,Software Development And Implementation,Microsoft Fed Reactjs,  ,,  ,Approved
1671,,Technology & It,Software Development And Implementation,Microsoft Front End Testing,  ,,  ,Approved
1672,,Technology & IT,Application And Data Management,Microsoft Dynamics 365 ERP Functional,  ,,  ,Approved
1673,,Technology & IT,Application And Data Management,Microsoft Dynamics 365 ERP Technical,  ,,  ,Approved
1676,,Technology & It,Data Science,Pyspark,  ,,,Approved
1677,,Technology & It,Data Science,Dataform,  ,,,Approved
1678,,Technology & It,Data Science,Pentaho Data Integration,  ,,,Approved
1683,,Technology & It,Data Science,Dataiku,  ,,,Approved
1685,,Technology & It,Data Science,Pyxll,  ,,,Approved
1686,,Technology & It,Data Science,Aws Glue Databrew,  ,,,Approved
1688,,Technology & It,Data Science,Aws Data Wrangler,  ,,,Approved
1692,,Technology & It,Data Science,Dagshub,  ,,,Approved
1696,,Technology & It,Data Science,Cupy,  ,,,Approved
1701,,Tech & IT,Data Science,NumPy, column_stack  row_stack  hstack  vstack  hsplit  vsplit ,, ndarray  matrix  matrices  array ,Approved
1702,,Tech & IT,Data Science,scipy,  ,, pypi-scipy  scientific python ,Approved
1703,,Technology & It,Data Science,Scala,  ,,,Approved
1704,,Technology & It,Data Science,Matlab, Layers Graphical Representation Pylab And Pyplot Functions And Tools Scripting Layer (pyplot) Matplotlib Library Hierarchical Structure Matplotlib Artist Layer Primitive And Composite Backend Layer Architecture ,,,Approved
1709,,Tech & IT,Data Science,logistic regression,  ,,  ,Approved
1711,,Technology & It,Data Science,Binomial Linear Regression,  ,,,Approved
1713,,Technology & It,Data Science,Linux, Module Repository  Windows ,,,Approved
1714,,Tech & IT,Data Science,leave-one-out cross-validation,  ,,  ,Approved
1720,,Technology & It,Data Science,Artificial Intelligence, Schematization Of ,,,Approved
1722,,Technology & It,Data Science,Time Series Validation,  ,,,Approved
1728,,Technology & It,Data Science,Data Aggregation, Apply Function Apply() Functions Merge Function Split-apply-combine Transform Function Groupby Function ,,,Approved
1735,,Technology & It,Data Science,Linear Regression,  ,,,Approved
1736,,Technology & It,Data Science,Deep Neural Network,  ,,,Approved
1737,,Technology & It,Data Science,Computer Vision,  ,,,Approved
1741,,Technology & It,Data Science,Time Series Analysis,  ,,,Approved
1742,,Technology & It,Data Science,Time Series Autoencoders,  ,,,Approved
1747,,Tech & IT,Data Science,association rules,  ,, association rule learning ,Approved
1748,,Tech & IT,Data Science,bayesian linear regression, multivariate normal distribution posterior distribution prior distribution ,,  ,Approved
1754,,Technology & It,Data Science,Fourier Transform, Phase Spectral Power Convolution  amplitude Spectrum  phase Amplitude Spectrum Convolution ,,,Approved
1758,,Technology & It,Data Science,Python, Comprehensions Frameworks Lazy Evaluation Classes Programming Language Schematization Of Error Handling Strings ,,,Approved
1759,,Tech & IT,Data Science,cross-validation,  ,, rotation estimation out-of-sample testing  kfold  cross validate  cv split ,Approved
1766,,Technology & It,Data Science,Deep Learning, Tensorflow Machine Learning Neural Networks And Gpus Artificial (see Artificial Neural Artificial Intelligence Networks) Data Availability ,,,Approved
1771,,Technology & It,Data Science,Time Series Forecasting,  ,,,Approved
1774,,Technology & It,Data Science,Fuzzy Modeling,  ,,,Approved
1776,,Technology & It,Data Science,Data Visualization, Contour Plot/map Plotly Data Analysis Bokeh Power Bi Axis Labels Adding Text Choropleth Maps 3d Surfaces Histogram Matplotlib Tableau Qlik Sense Grid Handling Date Values Text() Function Seaborn Informative Label Chart Typology Modified Of Bar Chart (see Bar Chart) Grids  Subplots D3.js Mathematical Expression Installation ,,,Approved
1782,,Technology & It,Data Science,Supervised Learning, Measures Formula Model Matrices And Inference Versus Prediction Breast Cancer Classi!cation Linear Regression Logistic Regression Compare Classi!cation Algorithms Decision Trees Leave-one-out Cross-validation ,,,Approved
1789,,Tech & IT,Data Science,principal component analysis,  ,,  ,Approved
1790,,Technology & It,Data Science,Reinforcement Learning,  ,,,Approved
1795,,Tech & IT,Data Science,naive bayes,  ,, naive bayes classifier ,Approved
1797,,Technology & It,Data Science,Anaconda,  ,,,Approved
1800,,Technology & It,Data Science,Autoregression,  ,,,Approved
1803,,Technology & It,Data Science,Decision Trees,  ,,,Approved
1807,,Technology & It,Data Science,Anomaly Detection,  ,,,Approved
1812,,Technology & It,Data Science,Convolutional Neural Network, Unpooling Pooling ,,,Approved
1813,,Tech & IT,Data Science,multidimensional scaling,  ,,  ,Approved
1819,,Technology & It,Data Science,Hierarchical Clustering,  ,,,Approved
1830,,Technology & It,Data Science,Lexical Analysis,  ,,,Approved
1836,,Technology & It,Data Science,Named Entity Recognition,  ,,,Approved
1859,,Technology & It,Data Science,Sentiment Analysis,  ,,,Approved
1864,,Technology & It,Data Science,Advanced Level Regular Expression,  ,,,Approved
1865,,Technology & It,Data Science,Semantic Parsing,  ,,,Approved
1869,,Technology & It,Data Science,Text Vectorization,  ,,,Approved
1880,,Technology & It,Data Science,Natural Language Processing,  ,,,Approved
1882,,Technology & It,Data Science,Token Classification,  ,,,Approved
1887,,Technology & It,Data Science,Semantic Role Labeling,  ,,,Approved
1902,,Technology & It,Data Science,Semantic Analysis,  ,,,Approved
1924,,Technology & It,Software Development And Implementation,Apache Groovy,  ,Processed from Apache site,  ,Approved
1925,,Technology & IT,Application And Data Management,Apache Gora,  ,Processed from Apache site,  ,Approved
1926,,Technology & IT,Application And Data Management,Apache Giraph,  ,Processed from Apache site,  ,Approved
1927,,Technology & IT,Application And Data Management,Apache Geronimo,  ,Processed from Apache site,  ,Approved
1928,,Technology & IT,Application And Data Management,Apache Geode,  ,Processed from Apache site,  ,Approved
1946,,Technology & IT,Information Technology - General,Apache FtpServer,  ,Processed from Apache site,  ,Approved
1954,,Technology & IT,Application And Data Management,Apache Fortress,  ,Processed from Apache site,  ,Approved
1963,,Technology & IT,Configuration/Release Engineering,Apache Forrest,  ,Processed from Apache site,  ,Approved
1964,,Technology & IT,Information Technology - General,Apache FOP,  ,Processed from Apache site,  ,Approved
1965,,Technology & IT,Application And Data Management,Apache Fluo YARN,  ,Processed from Apache site,  ,Approved
1972,,Technology & IT,Application And Data Management,Apache Fluo Recipes,  ,Processed from Apache site,  ,Approved
1977,,Technology & IT,Application And Data Management,Apache Fluo,  ,Processed from Apache site,  ,Approved
1978,,Technology & IT,Application And Data Management,Apache Flume,  ,Processed from Apache site,  ,Approved
1991,,Technology & It,Software Development And Implementation,Apache Flex,  ,Processed from Apache site,  ,Approved
1992,,Technology & IT,Information Technology - General,Apache Felix,  ,Processed from Apache site,  ,Approved
1993,,Technology & IT,Application And Data Management,Apache Falcon,  ,Processed from Apache site,  ,Approved
1994,,Technology & IT,Information Technology - General,Apache Excalibur,  ,Processed from Apache site,  ,Approved
1995,,Technology & It,Software Development And Implementation,Apache Etch,  ,Processed from Apache site,  ,Approved
1996,,Technology & IT,Infrastructure,Apache ESME,  ,Processed from Apache site,  ,Approved
1997,,Technology & IT,Application And Data Management,Apache Empire-db,  ,Processed from Apache site,  ,Approved
1998,,Technology & It,Software Development And Implementation,Apache Ecs,  ,Processed from Apache site,  ,Approved
1999,,Technology & IT,Application And Data Management,Apache Drill,  ,Processed from Apache site,  ,Approved
2000,,Technology & IT,Infrastructure,Apache Directory Studio,  ,Processed from Apache site,  ,Approved
2001,,Technology & IT,Infrastructure,Apache Directory Server,  ,Processed from Apache site,  ,Approved
2002,,Technology & IT,Infrastructure,Apache Directory,  ,Processed from Apache site,  ,Approved
2003,,Technology & IT,Application And Data Management,Apache DirectMemory,  ,Processed from Apache site,  ,Approved
2004,,Technology & IT,Information Technology - General,Apache DeviceMap,  ,Processed from Apache site,  ,Approved
2005,,Technology & IT,Application And Data Management,Apache Derby,  ,Processed from Apache site,  ,Approved
2006,,Technology & It,Software Development And Implementation,Apache Deltaspike,  ,Processed from Apache site,  ,Approved
2007,,Technology & IT,Infrastructure,Apache Deltacloud,  ,Processed from Apache site,  ,Approved
2008,,Technology & IT,Application And Data Management,Apache DataFu,  ,Processed from Apache site,  ,Approved
2009,,Technology & IT,Application And Data Management,Apache Daffodil,  ,Processed from Apache site,  ,Approved
2014,,Technology & It,Software Development And Implementation,Apache Cxf,  ,Processed from Apache site,  ,Approved
2015,,Technology & IT,Information Technology - General,Apache Curator,  ,Processed from Apache site,  ,Approved
2016,,Technology & IT,Application And Data Management,Apache cTAKES,  ,Processed from Apache site,  ,Approved
2017,,Technology & IT,Application And Data Management,Apache Crunch,  ,Processed from Apache site,  ,Approved
2022,,Technology & IT,Application And Data Management,Apache CouchDB,  ,Processed from Apache site,  ,Approved
2024,,Technology & IT,Configuration/Release Engineering,Apache Continuum,  ,Processed from Apache site,  ,Approved
2031,,Technology & IT,Configuration/Release Engineering,Apache Compress Ant Library,  ,Processed from Apache site,  ,Approved
2039,,Technology & It,Software Development And Implementation,Apache Commons Weaver,  ,Processed from Apache site,  ,Approved
2040,,Technology & It,Software Development And Implementation,Apache Commons Vfs,  ,Processed from Apache site,  ,Approved
2041,,Technology & It,Software Development And Implementation,Apache Commons Validator,  ,Processed from Apache site,  ,Approved
2042,,Technology & It,Software Development And Implementation,Apache Commons Text,  ,Processed from Apache site,  ,Approved
2043,,Technology & It,Software Development And Implementation,Apache Commons Statistics,  ,Processed from Apache site,  ,Approved
2044,,Technology & It,Software Development And Implementation,Apache Commons Scxml,  ,Processed from Apache site,  ,Approved
2053,,Technology & It,Software Development And Implementation,Apache Commons Rng,  ,Processed from Apache site,  ,Approved
2054,,Technology & It,Software Development And Implementation,Apache Commons Rdf,  ,Processed from Apache site,  ,Approved
2055,,Technology & It,Software Development And Implementation,Apache Commons Proxy,  ,Processed from Apache site,  ,Approved
2056,,Technology & It,Software Development And Implementation,Apache Commons Pool,  ,Processed from Apache site,  ,Approved
2057,,Technology & It,Software Development And Implementation,Apache Commons Ognl,  ,Processed from Apache site,  ,Approved
2058,,Technology & It,Software Development And Implementation,Apache Commons Numbers,  ,Processed from Apache site,  ,Approved
2059,,Technology & It,Software Development And Implementation,Apache Commons Net,  ,Processed from Apache site,  ,Approved
2060,,Technology & It,Software Development And Implementation,Apache Commons Math,  ,Processed from Apache site,  ,Approved
2061,,Technology & It,Software Development And Implementation,Apache Commons Logging,  ,Processed from Apache site,  ,Approved
2062,,Technology & It,Software Development And Implementation,Apache Commons Lang,  ,Processed from Apache site,  ,Approved
2063,,Technology & It,Software Development And Implementation,Apache Commons Jxpath,  ,Processed from Apache site,  ,Approved
2064,,Technology & It,Software Development And Implementation,Apache Commons Jexl,  ,Processed from Apache site,  ,Approved
2065,,Technology & It,Software Development And Implementation,Apache Commons Jelly,  ,Processed from Apache site,  ,Approved
2066,,Technology & It,Software Development And Implementation,Apache Commons Jcs,  ,Processed from Apache site,  ,Approved
2067,,Technology & It,Software Development And Implementation,Apache Commons Jci,  ,Processed from Apache site,  ,Approved
2068,,Technology & It,Software Development And Implementation,Apache Commons Io,  ,Processed from Apache site,  ,Approved
2069,,Technology & It,Software Development And Implementation,Apache Commons Imaging,  ,Processed from Apache site,  ,Approved
2070,,Technology & IT,Application And Data Management,Apache Commons HttpClient,  ,Processed from Apache site,  ,Approved
2071,,Technology & It,Software Development And Implementation,Apache Commons Geometry,  ,Processed from Apache site,  ,Approved
2072,,Technology & It,Software Development And Implementation,Apache Commons Functor,  ,Processed from Apache site,  ,Approved
